text,sound_negative
It is a great deal and would not have bought this Bed without.  I recommend this Product.,0
This unit is NOT a surge protector! misleading and frankly dangerous for anyone who believes it is and plugs electronics into it believing they are protected.,0
"Bought this for a recent cruise to the Western Caribbean. It worked well for where I was :D<br /><br />Pros:<br />-Mounts easily and snugly<br />-Footage filtering was pretty good<br /><br />Cons:<br />-Be careful when taking off, it's not as easy putting it on<br />-Made of glass, so don't drop it or scratch it<br />-Came with a small cloth drawstring bag for safe keeping...a hard case would have been better considering it is made of glass<br />-Price was a little steep<br /><br />Suggestion:<br />-When you put the filter on the camera, make sure you do it underwater so the space between the camera case and the filter is filled with water. Otherwise, debris or air bubbles could get in the way of getting clear footage.<br />-Don't forget to remove the filter once you are above water",0
"I purchased one of these rewinders because I wanted one that was good and would last.  The first one I got died in a couple of weeks under mild use.  I returned it and got a second one.  It seems to work well, but isn't very fast.  I wonder how long this one will last.  Considering that this is a very expensive rewinder I expect much better an wish that I had just gone with the cheapest one available as it would probably be better.",0
"Exactly as described, Thanks",0
"I've bought this keyboard three times - one for work, one for home (which the wife stole) and another for home. Fantastic!",0
"If you have a Garmin eTrex Vista HCx GPS, do not buy Garmin's bike mount because it does not fit.  Buy this rail mount instead to mount the GPS on a bicycle handlebar.  The adapter that comes with the Vista HCx clips right in to this rail mount.<br /><br />Unfortunately, this mount is not as secure as the mount Garmin makes for their Edge GPS units and it only allows you to mount the GPS on your handlebar, not on the stem.<br /><br />There is also a small diameter version for thinner handlebars (like many mountain bikes): [[ASIN:B000IC2I7I Garmin Rail Mount Adapter (010-10496-01)]]",0
These were the best. I can't order from anywhere else. My shipment arrived on time and I use them everyday for driving and listening to music. I plan to order extra pairs.,0
Good item quick delivery,0
"I would like to first start say that I did not buy this on Amazon. I bought a numerous bags on Amazon to try out didn't find one that I liked. I went to a local store in Salt Lake called pictureline. It's nice to go into a store and actually check out a bag in person.<br /><br />My gear I have a Panasonic g85. I have a sigma 16 mm wide-angle lens. I have a 100 to 300 mm lens. I have a 16 to 45 millimeter lens. And a 45 to 150. I have insta360 one x. I have a mavic air with three batteries. I have a GoPro with a couple extensions accessories. I have a Haida square ND filter system with four filters 1 ND 15 stop 1 ND 10 stop, and to graduated filters. Plus the system 2 hold the ND filters with polarizer. I have a DJI osmo pocket with some accessories. I also have a little side pouch on the backpack that contains a bunch of circular filters. I have a bunch of insta360 accessories in the bag as well.  I have a SD card holder. External battery Bank. And multiple camera batteries. I have not found a bag that fits everything that I have so perfectly there's plenty of room for all those accessories without cluttering your bag. The bag is fairly light. there's plenty of customization allowed inside the bag and they give you plenty of compartment pieces. The backpack is extremely comfortable it definitely does a good job and comfort. I'm able to mount and strap my tripod to the outside. with all the external loops you can add as much stuff as you want and they give you some accessory bags along with it too attached to the outside. on the hip belt there is one pouch on each side for whatever you want to use for.<br /><br />I use one of the side zippers to open the compartment to the mavic air and controller and DJI osmo pocket. The top compartment opens where I can easily grab my camera and also the top lid has a compartment where I hold my GoPro and my insta360. the two main components with the camera and the mavic air are easily accessible without having open the backpack fully open. I have had a few low pro backpacks. I also have a messenger bag camera bag. That I did a review on under my profile. I was tired of carrying a bag for my drone and the bag for all my camera gear. I wanted to keep it small compact and be able to carry everything I need and want. This bag does it all still being small and compact lightweight super comfortable on the trail. And be able to carry all my gear in one place. the only thing I wish it had is a compartment for a bladder or some side pockets for water bottles that would be my only gripe. But there is easy solutions. Again I did not buy this on Amazon I just love the backpack and it works so perfect. That I wanted to write a review on it. I would definitely recommend this bag if you have a small set up or you're growing with more camera gear. I will add multiple pictures.",0
I know it's hard to get that part wrong but it was exactly what I needed and as advertised. Revived my security camera system. Good price also,0
great,0
"Classic “you get what you pay for” moment here. The sound quality is pretty awful. Yes, it works fine for phone calls, and you can hear and be heard ok (not great, but ok), and pairing is easy. That’s about it. You can’t listen to music or anything else without being quickly annoyed at the internal rattle from the abysmal speaker system. It’s vastly worse than using your speakerphone. Also, the clip is so narrow that it didn’t work for anywhere in my car. Literally no place. So best case scenario, it can sit in my lap or cup holder, both of which are bad choices. Nope. Not great.",1
"I tried the app Smart Life with a lamp I got on Amazon and it worked great so I didn't even try Amazon Alexa, even though I have a couple,  for this device because it is convenient for me to use the same app as the lamp.  It paired right away in the Smart Life app once I turned on the pairing function on the strip strip (the top button).  I included photos that show the strip in the app.  I can now do all the functions in the app for each outlet in the strip (on/off, timer, scheduled) and the set of USB ports.  You can also do a child lock requiring 4 successive button taps to turn on.  I am really liking this power strip and app.  Sorry Amazon.",0
I like that I can store stuff in it and use it as a mouse pad while on the go.,0
Cute! I gifted these to a big Star Wars fan and she loved them.,0
Package came open and the product seal was broken.,0
"These MR. BEAMS AMBER LED NIGHT LIGHTS (MB710A-WHT-03-00; White, 3-Pack) can be mounted with adhesive or screws (both included).  They fit flat against a wall, inconspicuously, and supply a surprising amount of light.  The motion sensors are excellent, and only work in very dim light or darkness, so they only turn on when light is actually needed.<br /><br />Each night light uses 4 AAA batteries (not included).  The amber light is very pretty, and makes a nice change from standard white motion-sensor lighting.  I have several different types of Mr. Beams motion-sensor lights, and have always been very happy with their performance.  The batteries last for 2 months or more, depending on how often the lights are activated.<br /><br />I use Mr. Beams motion-sensor lights in bathrooms and hallways. Because they’re battery-operated, they’re especially nice to have in place if the power goes out unexpectedly at night.",0
"A little on the flimsy side, but it gets the job done.",0
"5 Stars, but...<br />The product image depicting the microphone directional graph is different from the pattern found in the insert.  It is directional, but I wish it was just a little better.<br /><br />Also, I had a user error.  there is a switch to go between a cell phone and a normal recorder.  I wasn't smart enough to put it on the right setting every time.  But I guess that's on me.",0
Blank DVDs that work.  Not much more to say :),0
"We actually use this for my daughter's diabetes meter and lancing device. Its way cheaper than products intended for glucose meters. Fits everything perfectly and attaches to her emergency kit. Love it! This is the 3rd one we have purchased. We are rough on our stuff and it gets filthy, so we need to replace her meter cases about every 2-3 years. These camera cases are perfect!",0
Bought these for my son who is notoriously hard on earbuds! He made a point to tell me yesterday how much he enjoys them - coming from a teen that says a lot!,0
"The color is beautiful. They seem to be made well. I purchased these to replace my Apple iphone earbuds, which I did not like. I had to keep adjusting them all the time. These are really good and stay in place with nice sound. So far so good!",0
very slim but sound quality is a little poor,1
"These are really nice, but they keep sliding off down the cord! Kind of defeats the purpose if I have to keep pushing it back up to protect the cord! However, If you continue to do so, it works pretty well!",0
This is my 3rd Wacom tablet over 15 years.. Love the brand and this model has a narrow border. Makes great sense.,0
"I had an extra computer I brought home from my business and decided to hook it up in the living room to the 48 LED TV. I wanted something to play some basic games like Tiger Woods Golf with, or just surf the internet with something small and compact having a touch pad built in so I didn't need a separate mouse. Many I looked at were teeny vs. the standard full keyboard, like Goldilocks said, this one was &#34;just right&#34; and it fit the bill perfectly. I did find the touch pad TERRIBLE for trying to click the critical swing timing on Tiger Woods Masters golf game though... then I discovered the little Yellow button on the top left corner offered a very precise click just like a mouse click. So, problem solved.",0
This is great! I have 3 laptops since working from home due to Shelter in Place order and I had to switch between laptops with my old Bluetooth keyboard and it was a PAIN. this keyboard allows me to connect to all 3 (max) and switch between them with a push of a button.<br /><br />It does take some time getting used to it such as typing thinking your on one laptop but you’re not (or maybe that’s user error!) ha!<br /><br />I WISH this keyboard also came with a mouse. I had to purchase one separately that also connects to all 3. That’s the only negative I have to say about it.,0
This unit sounds great.  It replaced a Denon that I had for sometime and the sound quality is as good.  Easy to set up.  Highly recommended.  That was after my 1st purchase.  A year later it failed and I purchased an identical unit.  That one lasted 16 months.  I now have given up on Sony and have purchased a Pioneer.  So far so good.,0
Muy buena calidad y excelente precio 🪅🪅,0
Excellent speaker! Works great with my ham radio,0
"Sound: Lots of issues here. Standard stereo quality is good, but not as good as my pair of Sennheiser HD555's. 7.1 quality is muddy and quiet. Tried both the Dolby and DTS and still couldn't find one that didn't sound like it wasn't being played out of a cardboard tube. The positional sound also seemed shifted right for some reason (tested by flipping headset around as well, then it was shifted left). Mic quality was &#34;okay&#34; according to those I spoke to, but sounded &#34;more muffled&#34; than my cheap USB headset. All-in-all, not impressed for the cost.<br /><br />Comfort: While the ear pieces are comfortable, this is a heavy, large, bulky headset.<br /><br />Connectivity: Never had any issues, walking around the room or otherwise.<br /><br />Other: The lights are neat, and the fact that they sync'd up to my Logitech mouse's lights was cool too - but you can't see the lights. They're on your head - and they drop the battery life by 30% when they're on.",1
Very easy to use and set up. Looks wonderful. Great purchase.,0
[[VIDEOID:9f1142dcb5a7c0badf239965b4c66841]] I got this for my keyboard.  It works great - better than the compressed air you typically would use.<br /><br />It’s pretty quiet - enough that you know it’s on but not loud like a leaf blower or anything big like that.<br /><br />This is a bigger investment than compressed air cans but it’s a good value for the money since you can just recharge and keep using it.,0
"I use these discs to record television shows and movies on my DVD player and they work great. The blank discs can be formatted easily and the DVD discs allow playing it on another DVD player. I could just erase it and use it again for re-recording, and the quality of the re-recordings is good. The Video quality for the four hour time frame I generally use is also great. The product is priced reasonably, and I highly recommend the product.<br /><br />1. [[ASIN:B00008L3IV Sony 10DPW47R2 4X 4.7 GB DVD+RW Discs (10-Pack)]]",0
"Just love my little pink protector. It gives my Kindle an uplift and right now I am in a pink stage, so it is really great. Blends in with my lighted pink cover like they were made for each other.",0
did exactly what i needed them to,0
Best headphones I have ever had. You can hear everything.,0
worked fine but was the wrong iece for what I needed.,0
Perfect! I used it for my D3500 and it fit perfectly. Comes in a little wooden box which I found really cute and durable since it’s a three pack. Arrived quickly too.,0
"I wasn't too sure how well this speaker would work when I first requested it since every portable speaker we've ever gotten has had a sort of tingy sound to it, but this portable speaker rocks!  The sound quality is even better than what we get on our home speakers and I love that you can feel the 'thumps' and hear some of the background sounds in the music that really weren't noticable before.<br /><br />My husband's been wanting some way of listening to music out at the barn so we charged this little unit up and then headed out for the afternoon milking.  We were easily able to hear the music over all the normal machinery racket - the whole time the hubby's giving me the thumbs up.  He especially loves that once it's set up it will automatically connect to his bluetooth (though I could happily live without having to listen to his conversations!).  It played the entire 4 hours we were out there and still had more battery life left!<br /><br />UPDATE:  This SOLEMATE finally died - and I mean it won't charge, won't pay, nothing... so we've bought another one to replace it and the new one did not come with a standard plug in charger for an outlet.  It has to be charged with a computer (not real happy with that).  It's still a great speaker but miss the freedom of being able to plug it into the wall and know it's charging without having to leave a computer running.<br /><br />At first I couldn't figure out how to hook up the SOLEMATE to the computer, iPad or the iPod then the hubby pointed out that there's a cord underneath it that attaches to them so I'm good to go.  The Bluetooth range is great as well.  33 feet I believe I read but I know my husband was able to walk the entire length of the milking parlor without having any disruption... oh and there's a convenient bag to put the SOLEMATE in so it's safe from sand and water (though I wouldn't recommend getting it wet or sandy on purpose).  We had it in the bag and coveredd with paper towels.<br /><br />My only complaint is that the instruction manuals really aren't very thick.. just basic information - and while I don't mind learning by doing it would be much simpler and less frustrating if there was someplace I could find answers - besides reading through other reviews.<br /><br />The SOLEMATE works much better than I ever expected it to and I'm extremely impressed.  Will definitely be using it instead of our home stereo system.  It certainly sounds better!",0
"I bought the blue cover for my new Fire 10 and it is quite nice. My only problem is that because of the way it is built, it puts the on/off button in the wrong place and doesn't protect it from roaming fingers.  I like to hold my Kindle and because this doesn't protect the on/off, I am tending to put it to sleep a lot more than I was my Fire 8, whose case fit the same way, but was built up around the button so that it couldn't be accidentally touched.<br /><br />Otherwise, it stands up well, I like the color, and have no complaints.",0
Awesome !!!!,0
I wouldn’t purchase again. The sound quality is terrible. 0.99 cents at best.,1
Not reusable as described. Very difficult to remove adhesive covers and the discs for stretched or stuck on itself. Ended up trying to use them all for 1 shower hand held mount and all of them got ruined and were trashed.,0
"Great fit, protection and nice color",0
Liked it when it worked properly....  would just drop the sound.  Became more and more frequent.  Got a replacement it was a refurbished one apparently in way worse shape than mine..it was all kinds of wrong.  Got a refund but had to call and explain everything many times.  Then again to get the full amount refunded as they only gave me a partial one to begin with.,1
"The computer was smaller than I had anticipated, that was my first disappointment. After playing around with it for a few hours I decided there wasn't much difference between this computer and my iPad. I have heard really great things from people who own the larger size of this computer, and it is probably a fine computer. In the end I decided it wasn't worth the money since I already had an iPad.",0
So first impressions are that there is no bass at all. Sound comes in clear but there is no bass when listening to music. The battery life is long I have been using them for over 13 hours and still have not died. The earpieces do not conform to ears they are slightly smaller so the edges rest on the outer edge of my ears. after a while they start to hurt and be annoying. Not worth the full price. I got them off amazon deals and still don’t think it’s worth that much.<br /><br />Pros: long battery life<br />Clear sounds<br /><br />Cons:<br />Ear pieces small<br />No bass,1
These ear buds worked fine. We were able to use them without a problem. They fit in the ear okay. The sounds came out just fine. It met our needs. It was as described. They were discreet and not easily noticed. It made it a lot easier to use them. They were fairly comfortable. We didn’t have any problems.<br /><br />I liked that they were wireless. It is so convenient not to have to worry about cords.,0
Loving it,0
"Ordered 2, neither worked",0
Great interactive device,0
Not as firm as I taught it would be.,0
"At less than six dollars, I'm happy with this purchase of 2.5"" USB 2.0 SATA Hard Drive HDD Case Enclosure.  I was not looking for an incredibly durable case which will be transported much, if at all, so this works fine for me.  All parts were included and the quality is far from great, but it does work and that's what I needed.  My package included two little screwdrivers because perhaps they've found that one is too soft to use for two little bitty screws, but I used another screwdriver anyway.  The black faux whatever case fits snugly, so if you don't use screws on yours, the case can actually be held together.  The silver aluminum is not a heavy gauge, but then again, I don't need a heavy duty case.  Plugging my 80 gig drive (removed from a MacBook) into the end slot, being very careful to not dislodge or mess up anything since it's not real sturdy, careful to hold only the edges of the drive and use a flat table to hold the end cap.  When I first inserted the drive into the case, the opposite end popped out one of the little holes on that end.  I could not get it reattached with the drive inserted, so I removed the drive, placed the reinserted end cap (one without the drive) on the table and gently inserted the drive.  It was not a smooth operation, but took less than a minute.  I then lined up one hole and inserted the screw with only a turn or two.  Lined up the second hole and inserted the second screw, then tightened them both.  Next, I plugged the USB cable into the drive, then inserted the USB which was not an offshoot into the MacBook.  It took a couple attempts for the Mac to accept the drive because it had not properly been ejected when removed from the computer, but after removing it and restarting the computer, it was recognized and accessed right away.  It's been working fine and I'm pleased to have this additional drive now in case it's needed.",0
ok,0
It has not been used. I guess it will be a good protection,0
These are gorgeous,0
You MUST get one of these!!!!!!!! I take it with me everywhere! Fits easily in purse. Never thought I would see the day that I wince from buying a book from a shelf!!!!!!!,0
Easy to install and works great!,0
These cords are very well made and packaged nicely.,0
Definitely one of the best of 2017.<br /><br />Not giving 5star because Samsung chose to play safe with quick charge 2.0 rather than using a more recent iteration,0
"I see some reviewers comparing this series to Cisco devices that are many times the price.  But that's not a fair comparison.  The GUI does flake out occasionally, but not often.  Once it's set up, the unit functions flawlessly.  It has all the features that a much more expensive switch has and it costs a fraction of the amount!  I'm using these at home in my lab, and they work well.  I can make quick changes to test different configurations for my company without much work.  Overall, I am very happy with them!",0
"My kids love these (we own two) because it can runs Windows and they can play PC games. I've never seen Windows run faster.<br /><br />On the Mac side, this thing is loaded -- everything you'd want is built-in (I love the Airport antenna being standard) and Apple's OSX software bundle is exceptional -- everything works together seamlessly. If you're used to putting up with the ragged Windows OS, this will be a major step up for you, and a painless one!<br /><br />You cannot go wrong choosing this computer. It's fast, cheap and robust. Once you use the Mac OS you will never go back to Windows.",0
I bought this for my grand daughter for Christmas and was SO excited to give it to her. To my dismay she can’t even use it because it does not stay charged. Certainly a waste of money for me!,0
"Clipping (AKA crackle) can be heard in loud passages from local FM classical station. It is as if the signal strength is made too strong - but how could that be? Whereas the simple single wire antenna (which just turned up after our latest move) provided with the Sony box works fine. Could it be that the Bingfu antenna overdrives the 75 OHM FM antenna input?  But how could that be? Or perhaps the antenna itself has a weak internal connection that fails to carry the most strong signal? FM is Frequency Modulation, not Amplitude Modulation so the amplitude stays the same, right? So why clipping? OK. You get the idea. This Bingfu goes into the junk box for reuse as... what.",1
"Sound Quality is ""very"" clear....The range is not very far @ all..overall it serves ""my"" purpose(not having to hold the phone)but battery life I havnt actually had it to die although  I did experience a loud noise in the ear when it reach about 50% capacity of battery...I'll have to see if I experience when the battery gets low again....hope this helps if you're interested in this device....and like anythg else....u do get what you pay for......😊",0
"Works great, fairly easy to put together",0
"Had a few bugs when it first came out but is getting updates regularly. The picture is slightly better than the first and second generation. It is really fast. I read the revirews above mine, and I not sure how they are as neggative as are. This device is truely a small computer connected to your tv. Mine works great with voice control, my ring front door bell, Sensi Theromstat, and unlike Apple Tv it has a very good web browser that lets you surf the web. I like the Apple TV but it cannot surf the web. Apple won't put a web browser on it for fear it will effect Mini Mac sales. All in all the new Fire Cube is a very good device. I highly recommend it.",0
Does what it should,0
I bought their 15 foot micro HDMI to full size HDMI and it was so good I bought another one--25 foot with both ends male large HDMI.  The workmanship is superior and the cables work as advertised.,0
"There isn't a lot to say about this so far, it's a nice cover.  It's a little tricky to get onto the computer because it fits very snugly; but it does fit.  You just have to play with it to get it on all the way.",0
"I purchased this OVER 2 YEARS AGO and it is just now starting to show wear on the keypad protector.  I did crack the case on one corner when I dropped it, but the laptop underneath was fine.  I am super impressed with how well this has held up over the years!  I never expected it to make it this long!  This is such a great value.",0
The roku 4k streaming stick is the best! The wifi range is remarkable.  The picture and sound quality is astonishing..I love these roku 4k streamers,0
"I originally bought this case to protect the $11 custom decal I had made, but my computer hasn't arrived yet.<br />But, my mom saw the case and she absolutely loves it! She stole mine and bought me a new one.<br />It is a beautiful hot pink color, the pictures they have don't do it justice. The plastic feels strong enough that if I dropped my laptop, there will be minimal external damage. This isn't an impact case, so I wouldn't expect it to protect the internal pieces, you'd have to buy something with silicone in it($$$$), then it wouldn't be transparent either though :)<br /><br />I also noticed from use that it dissipates heat VERY well. With my mom's laptop sitting on a pillow on my lap, the heat was so bad, it would heat up my entire body and I would start sweating like mad. Now I get minimal heat from it, I do get some, but not the 120F I was getting before, maybe like 90-100F. Whoever designed the bottom rack was GENIUS!<br /><br />The biggest selling point for this case for me was the collapsable feet on the bottom.<br /><br />Why spend $50 on a Speck case with no heat distribution, and no stand?? Clearly this is a superior case and for only $10!<br /><br />Also, it says it has a ""Square cut for easy viewing of the apple logo"" and if it is there, I've never noticed it, and the apple logo is very c;ear, even when the light is off.",0
"I don’t want something as fancy as an Apple Watch.  Needed something easy and simple.  This was great.<br /><br />I’ve got an average sized wrist I’d say and this fit well.  If you’ve got giant wrists, you may need a bigger band.<br /><br />Overall very nice though for the price",0
"This turntable has terrible sound quality. We played a record that sounds great on another turntable, and it was just awful on this product. It isn't the fault of the speakers either, because they work great playing cds and radio. Perhaps the item I received was faulty. I haven't looked at other reviews, so it may be that I got a lemon.",1
We had to have a splitter because we have a house oddly wired for cable. One cable feeds two TV's and the splitter the cable company installed was terrible. I ordered this and it has worked great ever since.,0
"I wanted to love these wireless earbuds, but I unfortunately can’t for several reasons.<br /><br />The sound quality is not good. The description says “extreme bass”, but there is no bass at all.. it’s all treble.<br />Second of all the bottom metal piece on the one earbuds fell off after one use (in pictures). They still work without that piece, however these are brand new, and broke after 1 use. 😭<br /><br />The things I do like: The small, convenient charging case. It’s nice and compact. The other thing I do like is the comfort. The design is similar to Apple earbuds and they are comfortable on the ears, even after a long period.<br /><br />Unfortunately with these, the cons exceed the pros, and I just can’t recommend.",1
Haven't finished installing documents.  Unsure what gaming is like on it yet.,0
"Bad sound quality. But for the price, expectations should not be too high.",1
"I've had this set going on about 2 or 3 years now. I had bought it for my photography classes I was taking at the time since it was becoming difficult to schedule any actual on campus lab time in the photography studio. It's worked great and does just what I need it to do! I've had a lot of great photos created with just using two or all of the lights.<br /><br />I normally just use the softboxes and umbrellas, not so much the color filters and light reflector (although I really should be practicing with it).<br /><br />I could have gone with more expensive lighting kits, but I'm very pleased with my purchase of the square perfect set. These lights will work (senses) with the flash of the camera and even the receiver and transmitter kit I bought. I like that I can either let all 3 of the lights work as strobes to having only one working as a strobe and the other two as continuous lighting.",0
"I am loving this keyboard so far! Despite its small size, I have not had any real struggle with adjusting from a regular sized laptop keyboard (which I use for work). I would compare its size to that of a netbook keyboard. I just wish it came with some sort of carry case since I worry about it getting all dusty or getting scratched or broken amongst the other items in my work bag. I think one of the other reviewers mentioned he had a case custom made by a tailor for a decent price, so I will look into that option. Was very easy to pair with my tablet and connects quickly every time I turn it on.",0
I love this Camera bag. has a lot of room. easy camera access. great balance.,0
"Such cute packaging and such professional feeling ear buds. Unfortunately the sound is AWFUL. They sound like listening to a cassette tape on a Walkman with those small foam headphones....from 3 feet away. Seriously, I couldn’t believe hoe poor the sound quality was. No bass. No clear treble. If the packaging and feel wasn’t so good I would give them 1 star. But I bumped it to 2 for appearances Only.  If they could fix the sound, they would have a winner!",1
"Needed to go through some old data stored in CDs & DVDs for an art registration project and this was perfect. The cable is built-in which I love, cause that way I know I won’t loose it. A+",0
"The first thing I noticed with this device is how hefty it is. My kids have Samsung Tabs and Amazon Fires, and this weighs quite a bit more. I wouldn't want to hold onto this for e-reading for an extended period of time.<br />The processor/RAM speed is fine, loaded up all the basic games and Netflix for me with no issues.<br />The screen is big and pretty sharp, but the colors look a bit dull to be honest. The speakers are acceptable, but not great. Battery life has been ok (4+ hours when gaming with brightness up, or Netflix) but it does run a bit hot.<br />The camera is not good, but I don't think many will be using this for the camera.<br />Bulky and sturdy, which is good, because finding a case is near impossible.<br />~~ I hope this REAL review was helpful! ~~",0
I like it. Throw some movies on it to watch on my cars stereo,0
"Got what i wanted. No problems, came in quick and fast. Came with full battery plus a charger. Tab is in good shape as if it wasn't touched. Lovin this tab~",0
These cables are of excellent quality. I was surprised how well made they are. I'm using two of them to feed my home theater projector and would buy more again.,0
I use this for work for my iPad love it so much,0
"Cords seem very flexible and well built. Love that it comes with micro-adapter. However, these charge my phone very slow, like a few percent per hour. I plugged in my old cable and the phone charged in like 60 or 70 min.  Also, the connector fit VERY tightly. For reference I have a blackberry KeyOne.",0
just as advertized - a pair of extra ring batteries,0
"Really happy with this unit so far. Love the switch ability that most power strips don't have, and you can't beat the price!",0
Won’t always charge.,0
"I like the earbud design of this JAM Live Large Earphones Bluetooth Wireless Earbuds in blue. It says that it has 7 hours of playtime. I haven't timed it exactly but that seems about right. I did have to try several times for my phone to finally pair with the earphones but once it paired, it worked quite well. As noted prior, I like the earbud design. It is bigger than usual but it makes it easier to find and keep track off and it is comfortable to wear. The sound is above average. About the only thing I'm not too keen on is that the cover to the USB port doesn't quite snap close for me but that is a minor thing.",0
"Good quality clear resolution. I use  it for work, have dual monitors, works well with my Mac mini",0
"I was using this on my bike helmet.  One needs a bike helmet to show what actually happened in accidents, or even near accidents.  This would record in clips, but 1/4 through and sometimes 1/2 through, it would just freeze.  There was a couple of times I needed the clips but could not use them because of the freezing.  So I returned this.",0
Great product works great on my chromebook,0
HIgh quality filter fits tightly,0
"This is the biggest and most expensive TV we have owned so far. It's 10 inches larger than our last living room family TV and too wide for the legs to fit on our TV stand, so we ordered a special stand. The stand we got for it mounts on the back, and post comes straight down the middle to a flat platform. We were thinking about wall mounting it but thought this option might be easier. The TV is pretty flat and the whole screen including edges are glass. The TV itself isnt too heavy just large, and we were able to mount it without any issues.. The first TV we received was damaged and cracked even though box was not damaged and TV would not turn on. I was sent a replacement and they took the broken one. The picture is very clear and vibrant and with the screen being large, its the next best thing to being at movie theater. We have our TV in a corner of the room and i feel like that helps projects the sound well. Not sure if it is worth the price, but If you are a big movie/tv or sports person this is a great tv for entertainment!",0
This is just what my grandson needed for his photo studio when he is taking still photos of products.  This pretty much gave him everything he needed to do a professional job.  He tells me that “light is everything” so this reflector allows him to get just the kind of light he needs where he needs it.  Very sturdy and he is very pleased with the material.  Good choice!,0
I love this sound board. Works great,0
"Amazon won't let me use the appropriate expletives to describe this, but it is seriously over built.<br />My highest draw device is 65W, and this handles it with ease, unfortunately I have no way to test the 240W raiting (does anything pull or push that much power on pd yet?).<br />What really took me by surprise and I find quite impressive is that this cable's steel braided sheath is as robust as the ones on brake lines. It's still flexible and rolls up nicely. The bricks on the plugs are huge, but the plug is long enough to reach through my phone and tablet cases.<br />Because of the robustness, I'm likely going to integrate it into my hiking vest - I have a 30Ah battery on my back. Not only will it provide full power to my phone, but it can be used as a weapon in an emergency.",0
I was pleasantly surprised when I connected it and turned it on. Sound quality is fine and it compresses into a small sphere that fits easily into a carry-on. It also comes with a useful soft carry case. A well-thought out package.,0
I had ordered a backdrop from another company and returned it because it was so thin and see-through and wrinkly.  This Julias studio is head and shoulders above the other brand I ordered. It was the perfect thickness and material and was easy to steam out the wrinkles. I'm very happy with this backdrop.,0
It sounds like a small transistor radio.  Not a great sound or pick up for stations. But good enough for what it is. For my granddaughter to carry around and emergency.,1
This little tool set is really quite impressive compared to several other cheap sets I have owned in the past.  The bits are all snug in the case.  The case design is deceptively functional.  I found myself turning it over to the side that has the handle and then quickly flipping it back over to the other side to get to the bits.  It is very compact compared to other sets I've owned.  I find this appealing because desk space is always scarce as is bag space.  Everything feels very well made and not like cheap junk.  The case clips together and the plastic is thick and durable.  The hinges on the case are also not flimsy.,0
They do not work for my air pods pro. The pods are too short and therefore the magnets can’t attach. They didn’t work well for my daughter’s pair of pods either and hers were longer than mine- as they were a version of AirPods but we’re not real apple pods. I plan to send back.,0
"[[VIDEOID:7e3257a7e1bff772f9422af6086f1ee0]] Looks: GLAMOROUS. The jewels are flawless. The rose gold is bright and beautiful. I think the Branding looks tacky.<br /><br />Sounds: great! the shape is standard earbud shape so I had a hard time situating them in my ear to block out noise.<br /><br />Feels: earbuds not so comfy, but the watch was surprisingly comfy. The Bands are not stiff at all. I love the size of watch face, a crystal clear display.<br /><br />Functionality: VERY basic. The earbuds and watch offer few functions, but they do work well. They are easy to pair and operate.<br /><br />At this price, you’re getting two nice products for $30/each. These are extremely basic versions of earbuds and smart watches. I personally am not a huge Jenner fan, never watched the show, so the names constantly displayed on the front of my watch makes it a no for me.<br /><br /> They worked with my iphone, but I will be going back to Apple Watch.",0
"I have several drones that I purchased, when we still used USB-mini connectors. My new phone is USB-C. So, new cables. this one is fine. It's well made and carries the signal very well.",0
"Plenty stout to hold a 21"" monitor with no noticable sag.  The tilt feature is very nice.  Installation was simple enough; I didn't have a stud where I wanted it, so fixed a piece of finished wood about an inch bigger in all dimensions than the wall-mount bracket using drywall anchors, then screwed the arm to that.  Leveling was simple, the bottom hole is elongated to allow some adjustments.  The torpedo level magnet sticks to the arm, so you have both hands free to make sure the arm is level, tightenign the screw with one hand while applying whatever push is needed to keep the arm level until the bottom screw is tight.  The allen-wrench that comes with the bag of screws can be used to tighten or loosen the adjustment screws at the shoulder/elbow/wrist, but I didn't need to use it.  The adjustments were tight enough and didn't move once the monitor was where I wanted it.  The two big screws to hold it to the wall are black, but the small screws that hold the monitor to the arm (they come with the kit) are silver-colored rather than black; so the monitor is black, and the arm is black, but the screws are metal color.  But who looks at the back of the thing?  I'd buy another any time.",0
As advertised,0
I've cut the cable/satellite because of this. I love my Amazon and use it daily.,0
This little fan is pretty neat! We got our dog hooked on having his head out the window but with all these afternoon thunder showers coming to Florida this summer this fan is going to be a lifesaver when we have to roll those windows up. He enjoyed it just sitting in the driveway when we tried it for the first time.,0
"I'm so impressed with these headphones! I had some expensive headphones which broke so I opted for these because of good reviews and pricing. I'm very pleased with the quality they surpassed my expectations. They're comfortable, sound great, and the case they come with is a great addition. Highly recommend.",0
"I got 2 of these based on all the descriptions and reviews. I needed them for outside in my back yard as a noise deterrent to the bear issue we have.  They are well made, but not really what they are described to be. According to the manual they shouldn't get that wet, especially if you are using them with a cord. The other problems are that if you unplug them and then plug them back in again, you have to manually turn them back on and retune them. Total pain in the butt for the price. If I had kept the boxes, I would have returned these after a couple of days.",0
This product is what you NEED for protection of your device.<br /><br />I have this for other devices too.<br /><br />Great Brand.  Great price.,0
